product_title,review_headline,review_date,Sentiment
Look Now,An Outstanding Visual Guide for Young & Old Alike,"Wednesday, May 2, 2012",Positive
Look What You Can Make with Dozens of Household Items!,Endless ideas!,"Tuesday, May 1, 2012",Positive
Look and Find: Mickey Mouse & Friends,Poor quality pictures,"Monday, April 30, 2012",Positive
Looking Back to See: A Country Music Memoir,"Excellent auto-biography, grabs you with the first sentence.","Wednesday, May 2, 2012",Positive
Looking For Alaska,Joyfully Depressing.,"Wednesday, May 2, 2012",Positive
"Looking Glass Self: Hope, Optimism and the Journey Within",Inspiring,"Monday, April 30, 2012",Positive
"Looking Up (Lived, Written, and Designed by Katherine Klimitas)",Prima,"Wednesday, May 2, 2012",Positive
Looking Up At The Bottom Line: The Struggle For the Living Wage†,Ready for the Truth?,"Tuesday, May 1, 2012",Positive
"Looking Up: A Memoir of Sisters, Survivors and Skokie",A MUST READ!!!,"Wednesday, May 2, 2012",Positive
"Looking Up: A Memoir of Sisters, Survivors and Skokie",Could not put this book down!,"Monday, April 30, 2012",Positive
"Looking Up: A Memoir of Sisters, Survivors and Skokie",Wonderful memoir,"Monday, April 30, 2012",Positive
Looking for Salvation at the Dairy Queen: A Novel,Solid Southern fiction,"Tuesday, May 1, 2012",Positive
Loop-d-Loop Crochet: More Than 25 Novel Designs for Crocheters (and Kntters Taking Up the Hook),Lovely,"Tuesday, May 1, 2012",Positive
Lord Peter Views the Body (Lord Peter Wimsey Mysteries),"Clever stories, closer to horror than I like","Monday, April 30, 2012",Positive
Lord and Christ: The Implications of Lordship for Faith and Life,He Is Both Lord And Christ Of His People,"Tuesday, May 1, 2012",Positive
"Lord of Chaos (The Wheel of Time, Book 6)",Waste of 900+ Pages,"Monday, April 30, 2012",Positive
Lord of Souls: An Elder Scrolls Novel,Interesting - closer to the Elder Scroll mythology than the first one,"Tuesday, May 1, 2012",Positive
"Lord of the Flies, Centenary Edition",Great !,"Tuesday, May 1, 2012",Positive
"Lord, It Was You All the Time",Powerful Testimony,"Monday, April 30, 2012",Positive
Lords of the North,"A Blast, As Usual","Sunday, April 29, 2012",Positive
Lords of the North,Saxon era,"Wednesday, May 2, 2012",Positive
Lorenzo Goes To Church,Best Children's Book Ever!,"Monday, April 30, 2012",Positive
Los Angeles Police Department (Images of America: California),Not a bad book...,"Tuesday, May 1, 2012",Positive
Los Caminantes,The Power of Good Writing,"Wednesday, May 2, 2012",Positive
Los Juegos del Hambre (Hunger Games) (Spanish Edition),Los Huegos Del Hambre,"Wednesday, May 2, 2012",Positive
Los seÒores chupatintas.,A loofy bin as administrations only can be !,"Monday, April 30, 2012",Negative
Lose It for Life Day by Day Devotional,Lose it for life day by day,"Wednesday, May 2, 2012",Positive
"Lose It for Life: The Total Solution?Spiritual, Emotional, Physical?for Permanent Weight Loss",Los it for life - The total solution,"Wednesday, May 2, 2012",Positive
"Loser Takes All (Classic, 20th-Century, Penguin)",The Winner Becomes the Loser Becomes the Winner,"Monday, April 30, 2012",Positive
Losing Clementine: A Novel,A light hearted look at a serios topic.,"Tuesday, May 1, 2012",Positive
Losing Clementine: A Novel,Loved This Book!,"Monday, April 30, 2012",Positive
Losing It: The Semi-Scandalous Story of an Ex-Virgin,Awesome Read!,"Monday, April 30, 2012",Positive
Losing It: The Semi-Scandalous Story of an Ex-Virgin,Awesome squared,"Sunday, April 29, 2012",Positive
Losing You,Life is like a fragile eggshell,"Wednesday, May 2, 2012",Positive
Lost In Italy (Italy Intrigue),6 out of 10 stars,"Monday, April 30, 2012",Positive
"Lost Kingdom: Hawaii's Last Queen, the Sugar Kings and America's First Imperial Adventure",The Hawaii I Didn't Know,"Tuesday, May 1, 2012",Positive
Lost My Partner - What'll I Do? Revised and Expanded Edition,Lost my partner. What'll I do,"Monday, April 30, 2012",Positive
Lost Names: Scenes from a Korean Boyhood,good book,"Wednesday, May 2, 2012",Positive
Lost Restaurants of New Orleans,Glorified restaurant review,"Sunday, April 29, 2012",Positive
Lost Splendor: The Amazing Memoirs of the Man Who Killed Rasputin,Taken with a grain of salt,"Tuesday, May 1, 2012",Positive
Lost Through a Cottage Window,Too sweet for me.,"Tuesday, May 1, 2012",Negative
Lost Treasures of American History,Astounding what's out there still waiting to be found!,"Tuesday, May 1, 2012",Positive
Lost Without You (Kimani Romance),Enjoyed It,"Monday, April 30, 2012",Positive
Lost and Fondue (Cheese Shop Mystery),more delicious female drama,"Sunday, April 29, 2012",Positive
Lost and Found (Bluford High Series #1),A Character You Can Care About,"Sunday, April 29, 2012",Positive
"Lost in Shangri-La: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",Overrated and slow,"Monday, April 30, 2012",Positive
Lost in the Lake,Poignant and Beautiful,"Tuesday, May 1, 2012",Positive
Lost in the Lake,Touching Love Story,"Sunday, April 29, 2012",Positive
"Lots of Candles, Plenty of Cake",Disappointing,"Sunday, April 29, 2012",Positive
"Lots of Candles, Plenty of Cake",Excellent Memoir,"Monday, April 30, 2012",Positive
"Lots of Candles, Plenty of Cake",I wish I could have liked it more,"Monday, April 30, 2012",Positive
"Lots of Candles, Plenty of Cake",Perfection,"Wednesday, May 2, 2012",Positive
"Lots of Candles, Plenty of Cake",These essays are about much more than just aging,"Tuesday, May 1, 2012",Positive
"Lots of Candles, Plenty of Cake",Wise and lovely book,"Monday, April 30, 2012",Positive
Lottery Pocket Book,LOTTERY POCKET BOOK,"Tuesday, May 1, 2012",Positive
Loud and Clear: The Memoir of an Israeli Fighter Pilot,Outstanding,"Wednesday, May 2, 2012",Positive
"Louis Vuitton / Marc Jacobs: In Association with the Musee des Arts Decoratifs, Paris",Louis Vuitton / Marc Jacobs,"Tuesday, May 1, 2012",Positive
Louis Vuitton: 100 Legendary Trunks,Educational and amazing!,"Sunday, April 29, 2012",Positive
Loukoumi's Celebrity Cookbook Featuring Favorite Childhood Recipes from over 50 celebrities,Fun Cookbook,"Sunday, April 29, 2012",Positive
Loukoumi's Celebrity Cookbook Featuring Favorite Childhood Recipes from over 50 celebrities,cookbook,"Wednesday, May 2, 2012",Positive
"Love & Respect: The Love She Most Desires, The Respect He Desperately Needs",Extremely Biased,"Tuesday, May 1, 2012",Positive
"Love Always, But Not Forever",Read it in one sitting...,"Monday, April 30, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,A Story of Living a Spirited Life,"Tuesday, May 1, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,"A fabulous, motivating, inspiring book","Tuesday, May 1, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,Book of Joyful Excitement,"Wednesday, May 2, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,How to be secretly incredible,"Tuesday, May 1, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,Love Does,"Tuesday, May 1, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,Love Does,"Wednesday, May 2, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,Read it and then Do something!,"Wednesday, May 2, 2012",Positive
Love Does: Discover a Secretly Incredible Life in an Ordinary World,We've Been Doing It All Wrong.,"Tuesday, May 1, 2012",Positive
Love Goes to Buildings on Fire: Five Years in New York That Changed Music Forever,Can't get enough,"Tuesday, May 1, 2012",Positive
"Love Gone Viral: Couples Who Make You Wanna Puke, And How To Be Part Of One","goose pimples, laughs, tears and more!","Wednesday, May 2, 2012",Positive
Love Her To Death,Love her to Death,"Wednesday, May 2, 2012",Positive
"Love Her to Death: The True Story of a Millionaire Businessman, His Gorgeous Wife, and the Divorce That Ended in Murder",A Real Page-Turner,"Sunday, April 29, 2012",Positive
"Love Hina, Vol. 1","Imagine a Porno, without the Porn.  And as an Anime.","Wednesday, May 2, 2012",Negative
Love Is A Choice Breaking The Cycle Of Addictive Relationships,Great book,"Wednesday, May 2, 2012",Positive
"Love Is Never Enough: How Couples Can Overcome Misunderstandings, Resolve Conflicts, and Solve Relationship Problems Through Cognitive Therapy",Wrongly emphasizes personal thought patterns over interaction patterns,"Wednesday, May 2, 2012",Positive
Love Is a Choice Workbook (Minirth-Meier Clinic Series),Used but usable - A must have!,"Wednesday, May 2, 2012",Positive
Love Is...,love it!,"Wednesday, May 2, 2012",Positive
Love Must Be Tough: New Hope for Marriages in Crisis,good book,"Tuesday, May 1, 2012",Positive
Love Thy Neighbor,A definite page turner!,"Sunday, April 29, 2012",Positive
Love Thy Neighbor,Beyond 5 Star Worthy!,"Tuesday, May 1, 2012",Positive
Love Times Three: Our True Story of a Polygamous Marriage,Beautiful family and wonderful story,"Monday, April 30, 2012",Positive
Love Unscripted,amazing book!,"Tuesday, May 1, 2012",Positive
Love Unscripted,love it but..,"Tuesday, May 1, 2012",Positive
Love Unscripted,love!!!! unscritped!!!!!,"Monday, April 30, 2012",Positive
Love Walked In,Marisa de los Santos,"Monday, April 30, 2012",Positive
Love Wisdom Truth,Teaching you the true art of life,"Tuesday, May 1, 2012",Positive
Love Works: Seven Timeless Principles for Effective Leaders,Readable and Relevant,"Wednesday, May 2, 2012",Positive
Love Your Husband/Love Yourself: Embracing God's Purpose for Passion in Marriage,Very enlightening,"Monday, April 30, 2012",Positive
"Love Your Naked Ass: 80 Gentle Ways to Transform Your Life, Restore Your Serenity & Rediscover Happiness",A must read for every woman!,"Wednesday, May 2, 2012",Positive
"Love Your Naked Ass: 80 Gentle Ways to Transform Your Life, Restore Your Serenity & Rediscover Happiness",Great book!,"Sunday, April 29, 2012",Positive
"Love Your Naked Ass: 80 Gentle Ways to Transform Your Life, Restore Your Serenity & Rediscover Happiness",Highly recommend!,"Monday, April 30, 2012",Positive
Love and Capital: Karl and Jenny Marx and the Birth of a Revolution,Defanging Marx?,"Tuesday, May 1, 2012",Positive
Love and Fatigue in America,Describing Exhaustion,"Wednesday, May 2, 2012",Positive
Love and Logic Magic for Early Childhood: Practical Parenting From Birth to Six Years,I love this book,"Wednesday, May 2, 2012",Positive
Love and Orgasm,Dated (VERY!!),"Tuesday, May 1, 2012",Positive
Love at First Flight,Favourite Force Book,"Wednesday, May 2, 2012",Positive
Love for Grown-ups: The Garter Brides' Guide to Marrying for Life When You've Already Got a Life,Book Club Loves Love for Grownups,"Sunday, April 29, 2012",Positive
Love in a Carry-on Bag,Love is everything it's cracked up to be!,"Tuesday, May 1, 2012",Positive
Love of My Life: Memoirs of a Love Lost,A gut wrencher,"Tuesday, May 1, 2012",Positive
Love on the Line,Just turning the crank,"Sunday, April 29, 2012",Positive
Love the One You're With,Great!,"Tuesday, May 1, 2012",Positive
"Love to Dress Up 18"" Doll Clothes",Doll Clothes,"Sunday, April 29, 2012",Positive
"Love, Fiercely: A Gilded Age Romance",A step back in time...,"Tuesday, May 1, 2012",Positive
"Love, God, And The Art Of French Cooking",Good recommendation.,"Wednesday, May 2, 2012",Positive
Love? Maybe.,Sweet but Predictable,"Tuesday, May 1, 2012",Positive
"Lover Awakened (Black Dagger Brotherhood, Book 3)",Two Broken Lovers Must Fight For Their Happiness,"Wednesday, May 2, 2012",Positive
"Lover Eternal (Black Dagger Brotherhood, Book 2)",Bro-love,"Sunday, April 29, 2012",Positive
"Lover Eternal (Black Dagger Brotherhood, Book 2)",Mary Tames the Beast Within Rhage,"Wednesday, May 2, 2012",Positive
Lover Reborn (Black Dagger Brotherhood),Best One Yet,"Sunday, April 29, 2012",Positive
Lover Reborn (Black Dagger Brotherhood),Loved this one,"Sunday, April 29, 2012",Positive
Lover Reborn (Black Dagger Brotherhood),Not as enjoyable as the last,"Monday, April 30, 2012",Negative
Lover Reborn (Black Dagger Brotherhood),Not disappointed,"Tuesday, May 1, 2012",Positive
Lover Reborn (Black Dagger Brotherhood),Thank you,"Monday, April 30, 2012",Positive
Lover Reborn (Black Dagger Brotherhood),What's next?,"Tuesday, May 1, 2012",Positive
Lover Reborn (Black Dagger Brotherhood),Wonderful,"Monday, April 30, 2012",Positive
"Lover Revealed (Black Dagger Brotherhood, Book 4)",Being a vampire is so hard.,"Wednesday, May 2, 2012",Positive
"Loves, Kerbsides and Goodbyes: A Backpacker's Road",Don't waste your time,"Monday, April 30, 2012",Negative
Loving (Bailey Flanigan Series),A Lovely Book!,"Monday, April 30, 2012",Positive
Loving (Bailey Flanigan Series),Blessings in the Journey,"Sunday, April 29, 2012",Positive
Loving (Bailey Flanigan Series),Extremely disappointed,"Wednesday, May 2, 2012",Positive
Loving (Bailey Flanigan Series),Great read,"Tuesday, May 1, 2012",Neutral
Loving (Bailey Flanigan Series),Legacy,"Monday, April 30, 2012",Positive
Loving (Bailey Flanigan Series),Loved LOVING!!!!,"Tuesday, May 1, 2012",Positive
Loving (Bailey Flanigan Series),So many books and hours wasted!,"Wednesday, May 2, 2012",Positive
Loving Well (Even If You Haven't Been),Thought Provoking!,"Monday, April 30, 2012",Positive
"Low Carb-ing Among Friends Cookbooks: 100% Gluten-free, Low-carb, Atkins-friendly, Wheat-free, Sugar-Free, Recipes, Diet, Cookbook VOL-1",I continually go back to this cookbook!,"Monday, April 30, 2012",Positive
Low Down and Dirty: A Novel,Rats at the Mirage,"Tuesday, May 1, 2012",Positive
Low Down and Dirty: A Novel,THIS BOOK SUCKS!!!,"Tuesday, May 1, 2012",Negative
Low Red Moon,"Doesn't Stand Out in the Crowd, but still good","Tuesday, May 1, 2012",Positive
Lower Northeast Philadelphia (PA) (Then & Now) (Then and Now),Wonderful short history of NE Philly,"Sunday, April 29, 2012",Positive
Lucian Freud Portraits,The unexpected moments that were ever present in the artist's work,"Wednesday, May 2, 2012",Positive
Lucky Bastard,New Favorite Day Of The Week,"Wednesday, May 2, 2012",Positive
Lucky Boy,Heartwarming,"Sunday, April 29, 2012",Positive
Lucky Cats Paper Dolls: Maneki Neko (Dover Paper Dolls),Lucky Find! I love this!,"Sunday, April 29, 2012",Positive
Lucky In Love (Arabesque),Great to be Lucky in Love,"Monday, April 30, 2012",Positive
Lucky My Sixty-Five Years In Baseball,"Review Of ""Lucky Me""","Wednesday, May 2, 2012",Positive
Lucky Penny (Coulter Family Historical),An Enjoyable Read!!!,"Monday, April 30, 2012",Positive
"Lucky: Maris, Mantle, and My Best Summer Ever (Junior Library Guild Selection)",This was a surprise,"Sunday, April 29, 2012",Positive
